#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-03-07T08:33:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ56dd3cc3122a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb1-4}&key:source=J/A+A/552/A16/limb1-4&HTTPPRM:&
#-source=J/A+A/552/A16/limb1-4
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=Filt
#-out=Met
#-out=Mod
#-out=u
#-out=Merit
#Merit=Merit
#-out=a
#-out=b
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb1-4:
#Name: J/A+A/552/A16/limb1-4
#Title: 1- and 2-parameter limb-darkening coefficients for quasi-spherical PHOENIX models: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)}, (equations 2, 3 and 4)
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs] quasi-spherical PHOENIX model	[ucd=stat.param;meta.modelled]
#Column	u	(F8.4)	Linear limb darkening coefficient u (G2)	[ucd=pos.distance]
#Column	Merit	(a5)	Corresponding figure of merit	[ucd=meta.ref.url]
#Column	a	(F8.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F8.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	c	(F8.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F8.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F8.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F8.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
logg|Teff|Z|xi|Filt|Met|Mod|u|Merit|a|b|c|d|e|f
 5.00|  5500| 0.0| 2.0|I |F|qs|  0.4860|Merit|  0.4090|  0.1541|  0.2549|  0.3851|  0.5887|  0.1541
 5.50|  5500| 0.0| 2.0|I |F|qs|  0.4888|Merit|  0.4098|  0.1579|  0.2519|  0.3947|  0.5940|  0.1579
 3.00|  5600| 0.0| 2.0|I |F|qs|  0.4873|Merit|  0.3777|  0.2193|  0.1584|  0.5482|  0.6335|  0.2193
 3.50|  5600| 0.0| 2.0|I |F|qs|  0.4811|Merit|  0.3982|  0.1659|  0.2323|  0.4147|  0.5917|  0.1659
 4.00|  5600| 0.0| 2.0|I |F|qs|  0.4792|Merit|  0.4038|  0.1509|  0.2529|  0.3773|  0.5798|  0.1509
 4.50|  5600| 0.0| 2.0|I |F|qs|  0.4748|Merit|  0.3961|  0.1574|  0.2387|  0.3935|  0.5797|  0.1574
 5.00|  5600| 0.0| 2.0|I |F|qs|  0.4766|Merit|  0.3963|  0.1606|  0.2356|  0.4016|  0.5837|  0.1606
 5.50|  5600| 0.0| 2.0|I |F|qs|  0.4718|Merit|  0.3826|  0.1784|  0.2042|  0.4459|  0.5907|  0.1784
 3.00|  5700| 0.0| 2.0|I |F|qs|  0.4800|Merit|  0.3661|  0.2278|  0.1383|  0.5695|  0.6319|  0.2278
 3.50|  5700| 0.0| 2.0|I |F|qs|  0.4736|Merit|  0.3875|  0.1722|  0.2153|  0.4305|  0.5884|  0.1722
 4.00|  5700| 0.0| 2.0|I |F|qs|  0.4673|Merit|  0.3852|  0.1642|  0.2209|  0.4106|  0.5768|  0.1642
 4.50|  5700| 0.0| 2.0|I |F|qs|  0.4666|Merit|  0.3841|  0.1650|  0.2191|  0.4126|  0.5767|  0.1650
 5.00|  5700| 0.0| 2.0|I |F|qs|  0.4678|Merit|  0.3840|  0.1676|  0.2164|  0.4189|  0.5795|  0.1676
 5.50|  5700| 0.0| 2.0|I |F|qs|  0.4619|Merit|  0.3684|  0.1870|  0.1814|  0.4674|  0.5866|  0.1870
 3.00|  5800| 0.0| 2.0|I |F|qs|  0.4728|Merit|  0.3554|  0.2348|  0.1206|  0.5870|  0.6293|  0.2348
 3.50|  5800| 0.0| 2.0|I |F|qs|  0.4662|Merit|  0.3771|  0.1782|  0.1989|  0.4456|  0.5851|  0.1782
 4.00|  5800| 0.0| 2.0|I |F|qs|  0.4595|Merit|  0.3735|  0.1721|  0.2014|  0.4303|  0.5743|  0.1721
 4.50|  5800| 0.0| 2.0|I |F|qs|  0.4589|Merit|  0.3725|  0.1727|  0.1998|  0.4317|  0.5740|  0.1727
 5.00|  5800| 0.0| 2.0|I |F|qs|  0.4594|Merit|  0.3716|  0.1755|  0.1961|  0.4387|  0.5764|  0.1755
 5.50|  5800| 0.0| 2.0|I |F|qs|  0.4525|Merit|  0.3545|  0.1959|  0.1585|  0.4899|  0.5831|  0.1959
 3.00|  5900| 0.0| 2.0|I |F|qs|  0.4658|Merit|  0.3447|  0.2421|  0.1026|  0.6054|  0.6272|  0.2421
 3.50|  5900| 0.0| 2.0|I |F|qs|  0.4593|Merit|  0.3682|  0.1822|  0.1860|  0.4554|  0.5807|  0.1822
 4.00|  5900| 0.0| 2.0|I |F|qs|  0.4522|Merit|  0.3633|  0.1777|  0.1856|  0.4442|  0.5706|  0.1777
 4.50|  5900| 0.0| 2.0|I |F|qs|  0.4513|Merit|  0.3613|  0.1801|  0.1812|  0.4503|  0.5714|  0.1801
 5.00|  5900| 0.0| 2.0|I |F|qs|  0.4514|Merit|  0.3594|  0.1840|  0.1754|  0.4599|  0.5741|  0.1840
 5.50|  5900| 0.0| 2.0|I |F|qs|  0.4436|Merit|  0.3405|  0.2061|  0.1344|  0.5154|  0.5810|  0.2061
 3.00|  6000| 0.0| 2.0|I |F|qs|  0.4590|Merit|  0.3328|  0.2524|  0.0804|  0.6311|  0.6273|  0.2524
 3.50|  6000| 0.0| 2.0|I |F|qs|  0.4517|Merit|  0.3607|  0.1820|  0.1786|  0.4551|  0.5730|  0.1820
 4.00|  6000| 0.0| 2.0|I |F|qs|  0.4453|Merit|  0.3546|  0.1814|  0.1731|  0.4536|  0.5662|  0.1814
 4.50|  6000| 0.0| 2.0|I |F|qs|  0.4439|Merit|  0.3516|  0.1846|  0.1670|  0.4614|  0.5669|  0.1846
 5.00|  6000| 0.0| 2.0|I |F|qs|  0.4363|Merit|  0.3321|  0.2083|  0.1238|  0.5209|  0.5752|  0.2083
 5.50|  6000| 0.0| 2.0|I |F|qs|  0.4355|Merit|  0.3268|  0.2172|  0.1096|  0.5431|  0.5803|  0.2172
 3.00|  6100| 0.0| 2.0|I |F|qs|  0.4528|Merit|  0.3174|  0.2708|  0.0466|  0.6770|  0.6334|  0.2708
 3.50|  6100| 0.0| 2.0|I |F|qs|  0.4450|Merit|  0.3538|  0.1826|  0.1712|  0.4565|  0.5668|  0.1826
 4.00|  6100| 0.0| 2.0|I |F|qs|  0.4387|Merit|  0.3471|  0.1832|  0.1639|  0.4579|  0.5608|  0.1832
 4.50|  6100| 0.0| 2.0|I |F|qs|  0.4371|Merit|  0.3431|  0.1880|  0.1551|  0.4700|  0.5624|  0.1880
 5.00|  6100| 0.0| 2.0|I |F|qs|  0.4285|Merit|  0.3214|  0.2142|  0.1072|  0.5355|  0.5713|  0.2142
 5.50|  6100| 0.0| 2.0|I |F|qs|  0.4276|Merit|  0.3136|  0.2280|  0.0857|  0.5699|  0.5796|  0.2280
 3.00|  6200| 0.0| 2.0|I |F|qs|  0.4476|Merit|  0.2912|  0.3129| -0.0217|  0.7822|  0.6562|  0.3129
 3.50|  6200| 0.0| 2.0|I |F|qs|  0.4387|Merit|  0.3472|  0.1829|  0.1643|  0.4572|  0.5606|  0.1829
 4.00|  6200| 0.0| 2.0|I |F|qs|  0.4320|Merit|  0.3403|  0.1834|  0.1569|  0.4585|  0.5542|  0.1834
 4.50|  6200| 0.0| 2.0|I |F|qs|  0.4068|Merit|  0.3016|  0.2104|  0.0912|  0.5260|  0.5471|  0.2104
 5.00|  6200| 0.0| 2.0|I |F|qs|  0.4215|Merit|  0.3118|  0.2194|  0.0924|  0.5484|  0.5677|  0.2194
 5.50|  6200| 0.0| 2.0|I |F|qs|  0.4202|Merit|  0.3019|  0.2366|  0.0653|  0.5915|  0.5779|  0.2366
 3.00|  6300| 0.0| 2.0|I |F|qs|  0.4437|Merit|  0.2484|  0.3906| -0.1422|  0.9766|  0.7041|  0.3906
 3.50|  6300| 0.0| 2.0|I |F|qs|  0.4293|Merit|  0.3325|  0.1936|  0.1389|  0.4839|  0.5583|  0.1936
 4.00|  6300| 0.0| 2.0|I |F|qs|  0.4257|Merit|  0.3344|  0.1827|  0.1517|  0.4567|  0.5475|  0.1827
 4.50|  6300| 0.0| 2.0|I |F|qs|  0.3997|Merit|  0.2945|  0.2104|  0.0841|  0.5261|  0.5400|  0.2104
 5.00|  6300| 0.0| 2.0|I |F|qs|  0.4149|Merit|  0.3040|  0.2219|  0.0820|  0.5548|  0.5629|  0.2219
 5.50|  6300| 0.0| 2.0|I |F|qs|  0.4128|Merit|  0.2910|  0.2437|  0.0473|  0.6092|  0.5753|  0.2437
 3.00|  6400| 0.0| 2.0|I |F|qs|  0.4414|Merit|  0.1837|  0.5153| -0.3315|  1.2882|  0.7849|  0.5153
 3.50|  6400| 0.0| 2.0|I |F|qs|  0.4229|Merit|  0.3253|  0.1951|  0.1303|  0.4877|  0.5529|  0.1951
 4.00|  6400| 0.0| 2.0|I |F|qs|  0.4196|Merit|  0.3286|  0.1820|  0.1466|  0.4550|  0.5410|  0.1820
 4.50|  6400| 0.0| 2.0|I |F|qs|  0.3928|Merit|  0.2880|  0.2096|  0.0784|  0.5241|  0.5326|  0.2096
 5.00|  6400| 0.0| 2.0|I |F|qs|  0.4085|Merit|  0.2977|  0.2217|  0.0759|  0.5543|  0.5564|  0.2217
 5.50|  6400| 0.0| 2.0|I |F|qs|  0.3901|Merit|  0.2633|  0.2535|  0.0098|  0.6339|  0.5591|  0.2535
 3.00|  6500| 0.0| 2.0|I |F|qs|  0.4390|Merit|  0.1260|  0.6260| -0.5000|  1.5650|  0.8564|  0.6260
 3.50|  6500| 0.0| 2.0|I |F|qs|  0.4170|Merit|  0.3184|  0.1974|  0.1210|  0.4934|  0.5486|  0.1974
 4.00|  6500| 0.0| 2.0|I |F|qs|  0.4136|Merit|  0.3231|  0.1811|  0.1420|  0.4527|  0.5344|  0.1811
 4.50|  6500| 0.0| 2.0|I |F|qs|  0.3867|Merit|  0.2830|  0.2074|  0.0755|  0.5185|  0.5249|  0.2074
 5.00|  6500| 0.0| 2.0|I |F|qs|  0.4026|Merit|  0.2916|  0.2220|  0.0696|  0.5550|  0.5506|  0.2220
 5.50|  6500| 0.0| 2.0|I |F|qs|  0.3834|Merit|  0.2563|  0.2542|  0.0022|  0.6354|  0.5528|  0.2542
 3.00|  6600| 0.0| 2.0|I |F|qs|  0.4367|Merit|  0.0794|  0.7146| -0.6352|  1.7865|  0.9131|  0.7146
 3.50|  6600| 0.0| 2.0|I |F|qs|  0.4112|Merit|  0.3109|  0.2007|  0.1102|  0.5018|  0.5450|  0.2007
 4.00|  6600| 0.0| 2.0|I |F|qs|  0.4081|Merit|  0.3176|  0.1810|  0.1365|  0.4526|  0.5288|  0.1810
 4.50|  6600| 0.0| 2.0|I |F|qs|  0.3808|Merit|  0.2782|  0.2052|  0.0730|  0.5130|  0.5176|  0.2052
 5.00|  6600| 0.0| 2.0|I |F|qs|  0.3970|Merit|  0.2872|  0.2196|  0.0676|  0.5491|  0.5435|  0.2196
 5.50|  6600| 0.0| 2.0|I |F|qs|  0.3773|Merit|  0.2510|  0.2526| -0.0016|  0.6314|  0.5456|  0.2526
 3.00|  6700| 0.0| 2.0|I |F|qs|  0.4335|Merit|  0.0440|  0.7790| -0.7350|  1.9475|  0.9528|  0.7790
 3.50|  6700| 0.0| 2.0|I |F|qs|  0.4055|Merit|  0.3029|  0.2052|  0.0977|  0.5130|  0.5423|  0.2052
 4.00|  6700| 0.0| 2.0|I |F|qs|  0.4024|Merit|  0.3117|  0.1815|  0.1302|  0.4537|  0.5234|  0.1815
 4.50|  6700| 0.0| 2.0|I |F|qs|  0.3753|Merit|  0.2737|  0.2033|  0.0704|  0.5082|  0.5108|  0.2033
 5.00|  6700| 0.0| 2.0|I |F|qs|  0.3917|Merit|  0.2833|  0.2167|  0.0666|  0.5419|  0.5362|  0.2167
 5.50|  6700| 0.0| 2.0|I |F|qs|  0.3717|Merit|  0.2471|  0.2493| -0.0022|  0.6232|  0.5379|  0.2493
 3.00|  6800| 0.0| 2.0|I |F|qs|  0.4295|Merit|  0.0212|  0.8167| -0.7955|  2.0417|  0.9740|  0.8167
 3.50|  6800| 0.0| 2.0|I |F|qs|  0.4000|Merit|  0.2946|  0.2108|  0.0838|  0.5269|  0.5405|  0.2108
 4.00|  6800| 0.0| 2.0|I |F|qs|  0.3966|Merit|  0.3053|  0.1826|  0.1228|  0.4564|  0.5183|  0.1826
 4.50|  6800| 0.0| 2.0|I |F|qs|  0.3958|Merit|  0.3056|  0.1803|  0.1253|  0.4507|  0.5160|  0.1803
 5.00|  6800| 0.0| 2.0|I |F|qs|  0.3861|Merit|  0.2796|  0.2129|  0.0667|  0.5323|  0.5280|  0.2129
 5.50|  6800| 0.0| 2.0|I |F|qs|  0.3660|Merit|  0.2443|  0.2433|  0.0010|  0.6083|  0.5282|  0.2433
 3.00|  6900| 0.0| 2.0|I |F|qs|  0.4283|Merit|  0.0078|  0.8409| -0.8331|  2.1023|  0.9889|  0.8409
 3.50|  6900| 0.0| 2.0|I |F|qs|  0.3944|Merit|  0.2864|  0.2160|  0.0704|  0.5399|  0.5383|  0.2160
 4.00|  6900| 0.0| 2.0|I |F|qs|  0.3912|Merit|  0.2993|  0.1838|  0.1155|  0.4595|  0.5137|  0.1838
 4.50|  6900| 0.0| 2.0|I |F|qs|  0.3905|Merit|  0.3006|  0.1797|  0.1209|  0.4493|  0.5103|  0.1797
 5.00|  6900| 0.0| 2.0|I |F|qs|  0.3808|Merit|  0.2759|  0.2097|  0.0662|  0.5243|  0.5206|  0.2097
 5.50|  6900| 0.0| 2.0|I |F|qs|  0.3606|Merit|  0.2419|  0.2374|  0.0045|  0.5936|  0.5189|  0.2374
 3.00|  7000| 0.0| 2.0|I |F|qs|  0.4228|Merit| -0.0113|  0.8683| -0.8795|  2.1706|  1.0017|  0.8683
 3.50|  7000| 0.0| 2.0|I |F|qs|  0.3887|Merit|  0.2777|  0.2220|  0.0557|  0.5551|  0.5368|  0.2220
 4.00|  7000| 0.0| 2.0|I |F|qs|  0.3857|Merit|  0.2930|  0.1855|  0.1075|  0.4638|  0.5094|  0.1855
 4.50|  7000| 0.0| 2.0|I |F|qs|  0.3850|Merit|  0.2953|  0.1794|  0.1159|  0.4485|  0.5046|  0.1794
 5.00|  7000| 0.0| 2.0|I |F|qs|  0.3755|Merit|  0.2724|  0.2062|  0.0662|  0.5155|  0.5130|  0.2062
 5.50|  7000| 0.0| 2.0|I |F|qs|  0.3558|Merit|  0.2401|  0.2313|  0.0089|  0.5781|  0.5099|  0.2313
 3.00|  7200| 0.0| 2.0|I |F|qs|  0.4156|Merit| -0.0368|  0.9049| -0.9417|  2.2621|  1.0189|  0.9049
 3.50|  7200| 0.0| 2.0|I |F|qs|  0.3789|Merit|  0.2605|  0.2369|  0.0235|  0.5923|  0.5369|  0.2369
 4.00|  7200| 0.0| 2.0|I |F|qs|  0.3756|Merit|  0.2807|  0.1897|  0.0909|  0.4744|  0.5021|  0.1897
 4.50|  7200| 0.0| 2.0|I |F|qs|  0.3744|Merit|  0.2846|  0.1797|  0.1048|  0.4493|  0.4943|  0.1797
 5.00|  7200| 0.0| 2.0|I |F|qs|  0.3652|Merit|  0.2641|  0.2022|  0.0620|  0.5054|  0.5000|  0.2022
 5.50|  7200| 0.0| 2.0|I |F|qs|  0.3472|Merit|  0.2366|  0.2213|  0.0153|  0.5531|  0.4947|  0.2213
 3.00|  7400| 0.0| 2.0|I |F|qs|  0.4077|Merit| -0.0598|  0.9351| -0.9949|  2.3377|  1.0311|  0.9351
 3.50|  7400| 0.0| 2.0|I |F|qs|  0.3689|Merit|  0.2406|  0.2566| -0.0161|  0.6415|  0.5399|  0.2566
 4.00|  7400| 0.0| 2.0|I |F|qs|  0.3640|Merit|  0.2668|  0.1945|  0.0722|  0.4863|  0.4937|  0.1945
 4.50|  7400| 0.0| 2.0|I |F|qs|  0.3644|Merit|  0.2741|  0.1807|  0.0934|  0.4518|  0.4849|  0.1807
 5.00|  7400| 0.0| 2.0|I |F|qs|  0.3552|Merit|  0.2547|  0.2010|  0.0537|  0.5025|  0.4892|  0.2010
 5.50|  7400| 0.0| 2.0|I |F|qs|  0.3543|Merit|  0.2481|  0.2125|  0.0356|  0.5312|  0.4959|  0.2125
 3.00|  7600| 0.0| 2.0|I |F|qs|  0.4031|Merit| -0.0781|  0.9624| -1.0405|  2.4061|  1.0447|  0.9624
 3.50|  7600| 0.0| 2.0|I |F|qs|  0.3588|Merit|  0.2176|  0.2824| -0.0648|  0.7060|  0.5471|  0.2824
 4.00|  7600| 0.0| 2.0|I |F|qs|  0.3536|Merit|  0.2537|  0.1998|  0.0539|  0.4995|  0.4868|  0.1998
 4.50|  7600| 0.0| 2.0|I |F|qs|  0.3538|Merit|  0.2627|  0.1824|  0.0803|  0.4559|  0.4754|  0.1824
 5.00|  7600| 0.0| 2.0|I |F|qs|  0.3451|Merit|  0.2451|  0.2001|  0.0450|  0.5002|  0.4785|  0.2001
 5.50|  7600| 0.0| 2.0|I |F|qs|  0.3448|Merit|  0.2403|  0.2091|  0.0312|  0.5227|  0.4842|  0.2091
 3.00|  7800| 0.0| 2.0|I |F|qs|  0.3709|Merit| -0.1472|  1.0362| -1.1834|  2.5904|  1.0616|  1.0362
 3.50|  7800| 0.0| 2.0|I |F|qs|  0.3542|Merit|  0.1368|  0.4347| -0.2979|  1.0868|  0.6440|  0.4347
 4.00|  7800| 0.0| 2.0|I |F|qs|  0.3437|Merit|  0.2412|  0.2050|  0.0362|  0.5126|  0.4804|  0.2050
 4.50|  7800| 0.0| 2.0|I |F|qs|  0.3433|Merit|  0.2511|  0.1844|  0.0668|  0.4610|  0.4662|  0.1844
 5.00|  7800| 0.0| 2.0|I |F|qs|  0.3355|Merit|  0.2352|  0.2007|  0.0344|  0.5019|  0.4694|  0.2007
 5.50|  7800| 0.0| 2.0|I |F|qs|  0.3358|Merit|  0.2321|  0.2073|  0.0248|  0.5183|  0.4740|  0.2073
 3.00|  8000| 0.0| 2.0|I |F|qs|  0.3682|Merit| -0.1619|  1.0601| -1.2220|  2.6502|  1.0749|  1.0601
 3.50|  8000| 0.0| 2.0|I |F|qs|  0.3524|Merit|  0.0242|  0.6564| -0.6322|  1.6410|  0.7900|  0.6564
 4.00|  8000| 0.0| 2.0|I |F|qs|  0.3347|Merit|  0.2298|  0.2097|  0.0201|  0.5243|  0.4745|  0.2097
 4.50|  8000| 0.0| 2.0|I |F|qs|  0.3341|Merit|  0.2411|  0.1861|  0.0550|  0.4653|  0.4582|  0.1861
 5.00|  8000| 0.0| 2.0|I |F|qs|  0.3260|Merit|  0.2256|  0.2009|  0.0246|  0.5024|  0.4600|  0.2009
 5.50|  8000| 0.0| 2.0|I |F|qs|  0.3265|Merit|  0.2234|  0.2061|  0.0173|  0.5153|  0.4639|  0.2061
 3.00|  8200| 0.0| 2.0|I |F|qs|  0.3764|Merit| -0.1538|  1.0604| -1.2142|  2.6510|  1.0833|  1.0604
 3.50|  8200| 0.0| 2.0|I |F|qs|  0.3482|Merit| -0.0433|  0.7831| -0.8264|  1.9577|  0.8703|  0.7831
 4.00|  8200| 0.0| 2.0|I |F|qs|  0.3257|Merit|  0.2193|  0.2127|  0.0066|  0.5317|  0.4674|  0.2127
 4.50|  8200| 0.0| 2.0|I |F|qs|  0.3031|Merit|  0.2023|  0.2015|  0.0008|  0.5038|  0.4374|  0.2015
 5.00|  8200| 0.0| 2.0|I |F|qs|  0.3169|Merit|  0.2166|  0.2006|  0.0160|  0.5015|  0.4507|  0.2006
 5.50|  8200| 0.0| 2.0|I |F|qs|  0.3171|Merit|  0.2145|  0.2051|  0.0094|  0.5128|  0.4538|  0.2051
 3.00|  8400| 0.0| 2.0|I |F|qs|  0.3680|Merit| -0.1753|  1.0866| -1.2619|  2.7165|  1.0924|  1.0866
 3.50|  8400| 0.0| 2.0|I |F|qs|  0.3409|Merit| -0.0844|  0.8504| -0.9348|  2.1261|  0.9078|  0.8504
 4.00|  8400| 0.0| 2.0|I |F|qs|  0.3174|Merit|  0.2108|  0.2133| -0.0026|  0.5333|  0.4596|  0.2133
 4.50|  8400| 0.0| 2.0|I |F|qs|  0.2969|Merit|  0.1969|  0.2000| -0.0031|  0.5000|  0.4302|  0.2000
 5.00|  8400| 0.0| 2.0|I |F|qs|  0.3080|Merit|  0.2086|  0.1990|  0.0096|  0.4975|  0.4407|  0.1990
 5.50|  8400| 0.0| 2.0|I |F|qs|  0.3082|Merit|  0.2063|  0.2038|  0.0025|  0.5094|  0.4440|  0.2038
 3.00|  8600| 0.0| 2.0|I |F|qs|  0.3650|Merit| -0.1861|  1.1022| -1.2883|  2.7555|  1.0998|  1.1022
 3.50|  8600| 0.0| 2.0|I |F|qs|  0.3295|Merit| -0.1163|  0.8915| -1.0077|  2.2286|  0.9238|  0.8915
 4.00|  8600| 0.0| 2.0|I |F|qs|  0.3093|Merit|  0.2045|  0.2097| -0.0052|  0.5243|  0.4491|  0.2097
 4.50|  8600| 0.0| 2.0|I |F|qs|  0.2916|Merit|  0.1934|  0.1965| -0.0031|  0.4912|  0.4226|  0.1965
 5.00|  8600| 0.0| 2.0|I |F|qs|  0.3000|Merit|  0.2014|  0.1972|  0.0042|  0.4931|  0.4315|  0.1972
 5.50|  8600| 0.0| 2.0|I |F|qs|  0.2993|Merit|  0.1983|  0.2020| -0.0038|  0.5051|  0.4340|  0.2020
 3.00|  8800| 0.0| 2.0|I |F|qs|  0.3610|Merit| -0.1986|  1.1192| -1.3177|  2.7979|  1.1071|  1.1192
 3.50|  8800| 0.0| 2.0|I |F|qs|  0.3240|Merit| -0.1349|  0.9179| -1.0529|  2.2948|  0.9360|  0.9179
 4.00|  8800| 0.0| 2.0|I |F|qs|  0.2912|Merit|  0.1903|  0.2019| -0.0116|  0.5048|  0.4258|  0.2019
 4.50|  8800| 0.0| 2.0|I |F|qs|  0.2815|Merit|  0.1921|  0.1789|  0.0132|  0.4472|  0.4008|  0.1789
 5.00|  8800| 0.0| 2.0|I |F|qs|  0.2788|Merit|  0.1913|  0.1751|  0.0162|  0.4377|  0.3956|  0.1751
 5.50|  8800| 0.0| 2.0|I |F|qs|  0.2768|Merit|  0.1876|  0.1784|  0.0092|  0.4460|  0.3958|  0.1784
 3.00|  9000| 0.0| 2.0|I |F|qs|  0.3594|Merit| -0.2071|  1.1329| -1.3400|  2.8322|  1.1146|  1.1329
 3.50|  9000| 0.0| 2.0|I |F|qs|  0.3206|Merit| -0.1466|  0.9343| -1.0809|  2.3358|  0.9435|  0.9343
 4.00|  9000| 0.0| 2.0|I |F|qs|  0.2874|Merit|  0.1886|  0.1976| -0.0090|  0.4939|  0.4191|  0.1976
 4.50|  9000| 0.0| 2.0|I |F|qs|  0.2759|Merit|  0.1889|  0.1740|  0.0148|  0.4350|  0.3919|  0.1740
 5.00|  9000| 0.0| 2.0|I |F|qs|  0.2697|Merit|  0.1846|  0.1701|  0.0145|  0.4253|  0.3831|  0.1701
 5.50|  9000| 0.0| 2.0|I |F|qs|  0.2675|Merit|  0.1807|  0.1735|  0.0072|  0.4338|  0.3832|  0.1735
 3.00|  9200| 0.0| 2.0|I |F|qs|  0.3591|Merit| -0.2154|  1.1492| -1.3646|  2.8730|  1.1253|  1.1492
 3.50|  9200| 0.0| 2.0|I |F|qs|  0.3176|Merit| -0.1589|  0.9530| -1.1120|  2.3826|  0.9529|  0.9530
 4.00|  9200| 0.0| 2.0|I |F|qs|  0.2810|Merit|  0.1816|  0.1987| -0.0171|  0.4967|  0.4134|  0.1987
 4.50|  9200| 0.0| 2.0|I |F|qs|  0.2739|Merit|  0.1905|  0.1668|  0.0237|  0.4171|  0.3851|  0.1668
 5.00|  9200| 0.0| 2.0|I |F|qs|  0.2644|Merit|  0.1819|  0.1651|  0.0168|  0.4127|  0.3745|  0.1651
 5.50|  9200| 0.0| 2.0|I |F|qs|  0.2609|Merit|  0.1762|  0.1693|  0.0069|  0.4233|  0.3738|  0.1693
 3.00|  9400| 0.0| 2.0|I |F|qs|  0.3606|Merit| -0.2234|  1.1679| -1.3913|  2.9197|  1.1392|  1.1679
 3.50|  9400| 0.0| 2.0|I |F|qs|  0.3162|Merit| -0.1703|  0.9729| -1.1432|  2.4323|  0.9648|  0.9729
 4.00|  9400| 0.0| 2.0|I |F|qs|  0.2784|Merit|  0.1799|  0.1971| -0.0172|  0.4928|  0.4098|  0.1971
 4.50|  9400| 0.0| 2.0|I |F|qs|  0.2712|Merit|  0.1906|  0.1613|  0.0293|  0.4033|  0.3788|  0.1613
 5.00|  9400| 0.0| 2.0|I |F|qs|  0.2617|Merit|  0.1821|  0.1592|  0.0229|  0.3979|  0.3678|  0.1592
 5.50|  9400| 0.0| 2.0|I |F|qs|  0.2555|Merit|  0.1729|  0.1651|  0.0078|  0.4128|  0.3655|  0.1651
 3.00|  9600| 0.0| 2.0|I |F|qs|  0.3642|Merit| -0.2338|  1.1961| -1.4299|  2.9903|  1.1616|  1.1961
 3.50|  9600| 0.0| 2.0|I |F|qs|  0.3152|Merit| -0.1802|  0.9908| -1.1710|  2.4770|  0.9757|  0.9908
 4.00|  9600| 0.0| 2.0|I |F|qs|  0.2744|Merit|  0.1741|  0.2006| -0.0265|  0.5015|  0.4081|  0.2006
 4.50|  9600| 0.0| 2.0|I |F|qs|  0.2661|Merit|  0.1855|  0.1611|  0.0244|  0.4028|  0.3735|  0.1611
 5.00|  9600| 0.0| 2.0|I |F|qs|  0.2612|Merit|  0.1854|  0.1516|  0.0338|  0.3790|  0.3622|  0.1516
 5.50|  9600| 0.0| 2.0|I |F|qs|  0.2526|Merit|  0.1726|  0.1600|  0.0125|  0.4001|  0.3593|  0.1600
 3.00|  9800| 0.0| 2.0|I |F|qs|  0.3685|Merit| -0.2437|  1.2242| -1.4679|  3.0606|  1.1846|  1.2242
 3.50|  9800| 0.0| 2.0|I |F|qs|  0.3149|Merit| -0.1901|  1.0100| -1.2001|  2.5249|  0.9882|  1.0100
 4.00|  9800| 0.0| 2.0|I |F|qs|  0.2716|Merit|  0.1692|  0.2047| -0.0355|  0.5117|  0.4080|  0.2047
 4.50|  9800| 0.0| 2.0|I |F|qs|  0.2646|Merit|  0.1857|  0.1577|  0.0280|  0.3943|  0.3697|  0.1577
 5.00|  9800| 0.0| 2.0|I |F|qs|  0.2591|Merit|  0.1860|  0.1462|  0.0398|  0.3655|  0.3566|  0.1462
